gene_name	accession	element_type	ncbi_class_raw	ncbi_subclass_raw	canonical_class_token	canonical_drug_token
aac(2')-I(A267)	WP_025297907.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(2')-I(A267)	WP_025297907.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(2')-IIa	WP_063839881.1	AMR	AMINOGLYCOSIDE	KASUGAMYCIN	aminoglycoside	kasugamycin
aac(2')-IIb	WP_071224044.1	AMR	AMINOGLYCOSIDE	KASUGAMYCIN	aminoglycoside	kasugamycin
aac(2')-Ia	WP_004918308.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/PLAZOMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(2')-Ia	WP_004918308.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/PLAZOMICIN/TOBRAMYCIN	aminoglycoside	plazomicin
aac(2')-Ia	WP_004918308.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/PLAZOMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(2')-Ib	WP_003881640.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(2')-Ib	WP_003881640.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(2')-Ic	WP_003899880.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(2')-Ic	WP_003899880.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(2')-Id	WP_011726942.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(2')-Id	WP_011726942.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(2')-Ie	WP_010908954.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(2')-Ie	WP_010908954.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(3)-C1264	WP_034000523.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(3)-C1264	WP_034000523.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(3)-C1264	WP_034000523.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(3)-C322	WP_044061792.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(3)-C322	WP_044061792.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(3)-C322	WP_044061792.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(3)-IIIa	WP_063840261.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIIb	WP_058179966.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIIc	WP_063840263.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIa	WP_063840264.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIb	WP_033147097.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIc	WP_063840266.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IId	WP_063840265.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IId	WP_000557454.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIe	WP_000557452.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIe	WP_002063884.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIe	WP_015060297.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIe	WP_063840267.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IIg	WP_012695485.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-IVa	WP_001199192.1	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	aminoglycoside	apramycin
aac(3)-IVa	WP_001199192.1	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(3)-IVa	WP_001199192.1	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(3)-IVb	WP_149317372.1	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	aminoglycoside	apramycin
aac(3)-IVb	WP_149317372.1	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(3)-IVb	WP_149317372.1	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(3)-IXa	WP_063840269.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(3)-I	WP_063840256.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-I	WP_011270148.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-I	WP_063840260.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ia	WP_022542381.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ia	WP_032491356.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ia	WP_002089484.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ia	WP_063840257.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ia	WP_063840258.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ia	WP_063840259.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ia	WP_032492247.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ib/aac(6')-Ib''	WP_063838852.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(3)-Ib/aac(6')-Ib''	WP_063838852.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(3)-Ib/aac(6')-Ib''	WP_063838852.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(3)-Ib	WP_010792467.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ib	WP_079459897.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ic	WP_034006142.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Id	WP_038404949.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Id	WP_003155734.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-If	WP_063856942.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-If	WP_071846359.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ig	WP_011468318.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ih	WP_011749610.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-Ii	WP_011540937.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-VIII	WP_031136588.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(3)-VIII	WP_063840270.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(3)-VIII	WP_063840271.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(3)-VIIa	WP_063840272.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(3)-VIa	WP_063840273.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-VIa	WP_000131886.1	AMR	AMINOGLYCOSIDE	GENTAMICIN	aminoglycoside	gentamicin
aac(3)-XI	WP_046095284.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(3)-Xa	WP_012377682.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-29	WP_039110076.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-30/aac(6')-Ib'	WP_063838853.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE/GENTAMICIN	aminoglycoside	aminoglycoside
aac(6')-30/aac(6')-Ib'	WP_063838853.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE/GENTAMICIN	aminoglycoside	gentamicin
aac(6')-30	WP_051645529.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-31	WP_044424439.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-31	WP_054914207.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-31	WP_058124867.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-35	WP_087349651.1	AMR	AMINOGLYCOSIDE	KANAMYCIN	aminoglycoside	kanamycin
aac(6')-D292	WP_058878818.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-D292	WP_058878818.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-D292	WP_058878818.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-D42	WP_318245537.1	AMR	AMINOGLYCOSIDE	KANAMYCIN	aminoglycoside	kanamycin
aac(6')-E111	WP_065217783.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E111	WP_065217783.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E111	WP_065217783.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E141	WP_026868862.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E141	WP_026868862.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E141	WP_026868862.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E449	WP_318245538.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E449	WP_318245538.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E449	WP_318245538.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E526	WP_128470137.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E526	WP_128470137.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E526	WP_128470137.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E550	WP_058699631.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E550	WP_058699631.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E550	WP_058699631.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E553	WP_318245539.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E553	WP_318245539.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E553	WP_318245539.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E606	WP_000405752.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E606	WP_000405752.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E606	WP_000405752.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E64	WP_318245540.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-E64	WP_318245540.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E64	WP_318245540.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E657	WP_024566461.1	AMR	AMINOGLYCOSIDE	TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-E963	WP_104467712.1	AMR	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-E963	WP_104467712.1	AMR	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-F309	WP_318245541.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-F309	WP_318245541.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-F309	WP_318245541.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-F72	WP_172693600.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-F72	WP_172693600.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-F72	WP_172693600.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-III	WP_010107623.1	AMR	AMINOGLYCOSIDE	TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-III	WP_038790798.1	AMR	AMINOGLYCOSIDE	TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-III	WP_038726674.1	AMR	AMINOGLYCOSIDE	TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-IIa	WP_023622803.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(6')-IIa	WP_023622803.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-IIa	WP_023622803.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-IIa	WP_071846189.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(6')-IIa	WP_071846189.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-IIa	WP_071846189.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-IIa	WP_071846374.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(6')-IIa	WP_071846374.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-IIa	WP_071846374.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-IIc	WP_012695484.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(6')-IIc	WP_012695484.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-IIc	WP_012695484.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-IIc	WP_045332676.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	gentamicin
aac(6')-IIc	WP_045332676.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-IIc	WP_045332676.1	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_002293989.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010727362.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010728104.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010723742.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010736157.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010752789.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010750427.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010768325.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_016162901.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_016162901.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_016162901.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_016177698.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_016172918.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_034688908.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_048603867.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_053766315.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_071846216.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_071846216.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_071846216.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_017395772.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_017395772.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_017395772.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_009510932.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_009510932.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_009510932.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_002328174.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_002339746.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_002293569.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_010737153.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_002373947.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_016628216.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_034860925.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_034700626.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_002289795.1	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	aminoglycoside	aminoglycoside
aac(6')-I	WP_004670361.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_004670361.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_004670361.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_004770322.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_004770322.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_004770322.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_004801433.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_004801433.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_004801433.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_005062866.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_005062866.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_005062866.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_005091170.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_005091170.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_005091170.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_005145021.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_005145021.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_005145021.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_005197871.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_005197871.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_005197871.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_005184197.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
aac(6')-I	WP_005184197.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	kanamycin
aac(6')-I	WP_005184197.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	tobramycin
aac(6')-I	WP_047426753.1	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	aminoglycoside	amikacin
