gene_name	accession	element_type	ncbi_class_raw	ncbi_subclass_raw	canonical_class_token	canonical_drug_token
blaOXY	WP_142481206.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_186384957.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_197663517.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_430702247.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_316535658.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_430702248.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_430702249.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_063864555.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_009652647.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_049074725.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_004848499.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_109213213.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_177340503.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_181251167.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_182012076.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_182409324.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_181246811.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_181511480.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_430702250.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_224232987.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_341311485.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_224236355.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_203259731.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_201160391.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_224253156.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_219192141.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_063864556.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_221027655.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_219680867.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_311103028.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_265669929.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_430702251.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_316503799.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_274587601.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_202019214.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_063864557.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_063864558.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_004137840.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_024358907.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_049088977.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_098066351.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_154951884.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_155037090.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_256875626.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_112215366.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_142515482.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_142512117.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_287855204.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_331330007.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_342704092.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_304256778.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaOXY	WP_142465578.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPAC	WP_034051940.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPAC	WP_408906788.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPAD	WP_068885073.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAM	WP_043245728.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAM	WP_173179784.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAM	WP_111263186.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAM	WP_184489348.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAM	WP_420354156.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAM	WP_459076583.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAN	WP_200820744.1	AMR	BETA-LACTAM	CARBAPENEM	beta-lactam	carbapenem
blaPAU	WP_148044424.1	AMR	BETA-LACTAM	BETA-LACTAM	beta-lactam	beta-lactam
blaZ	WP_000733283.1	AMR	BETA-LACTAM	BETA-LACTAM	beta-lactam	beta-lactam
blaPDC	WP_058176209.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864560.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864561.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_031690214.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_058129018.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864562.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864563.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864564.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864565.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_029610673.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864559.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864566.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864567.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864568.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864569.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_061189306.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_031692400.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_061193023.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_031687354.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_094009806.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_058128316.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_033990638.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_023089477.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_023085632.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_023109643.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_049321692.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_049239252.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_053813381.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483991.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483992.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483993.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483994.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_009313329.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483995.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483996.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483997.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483998.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064483999.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064484000.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064484001.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064484002.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064484003.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064484004.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864570.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064484005.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064484006.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511493.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511494.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511495.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511496.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511497.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511498.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511499.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511500.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_033982123.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511501.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_053816671.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511502.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511503.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511504.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511505.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511506.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511507.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511508.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511509.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_023114693.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511510.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511511.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511512.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511513.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511514.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_064511515.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_065102306.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_065102311.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_054379352.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_065159028.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_019485213.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_065159032.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_058180135.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_049272244.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_099982812.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_070142141.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_077248206.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_077248207.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_085562393.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_085562394.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587950.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864571.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587951.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587952.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587953.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587954.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_061199990.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587955.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587956.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587957.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587958.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_024915536.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864572.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587959.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587960.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_004365741.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587961.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587962.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_025325152.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_148044425.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_057388025.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587963.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587964.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_003132320.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_023874922.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_003101289.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587965.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587966.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587967.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587968.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587969.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587970.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587971.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_058161279.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587972.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587973.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_016263090.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_087587974.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245216.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245217.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_073647245.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245219.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245220.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245221.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245222.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245223.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245224.1	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	beta-lactam	cefiderocol
blaPDC	WP_088245224.1	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864574.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864575.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_088245218.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_100931731.1	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	beta-lactam	cefiderocol
blaPDC	WP_100931731.1	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_100931732.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_100931733.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_101244936.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_058169941.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_061190338.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009856.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009857.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009858.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_023108311.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009859.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009860.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009861.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009862.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009832.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009833.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009834.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009835.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009836.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009837.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_034071670.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_034035338.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009838.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009839.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009840.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009841.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_100831609.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009842.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009843.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009844.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_104009845.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_023115067.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_058174497.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791185.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791186.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791187.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791188.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791189.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791190.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791191.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791192.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791193.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_063864576.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791194.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791195.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791196.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791197.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791198.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791199.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791200.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
blaPDC	WP_109791201.1	AMR	BETA-LACTAM	CEPHALOSPORIN	beta-lactam	cephalosporin
