aro_accession	gene_name	canonical_class	class_aro_accession	source
ARO:3004272	16S rRNA methyltransferase (A1408)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004271	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	pactamycin-like antibiotic	ARO:3007158	aro_obo
ARO:3003669	16S rRNA with mutation conferring resistance to tetracycline derivatives	tetracycline antibiotic	ARO:3000050	aro_obo
ARO:3003666	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3003667	16s rRNA with mutation conferring resistance to peptide antibiotics	peptide antibiotic	ARO:3000053	aro_obo
ARO:3003668	16s rRNA with mutation conferring resistance to polyamine antibiotics	polyamine antibiotic	ARO:3000527	aro_obo
ARO:3004187	23S rRNA with mutation conferring resistance to lincosamide antibiotics	lincosamide antibiotic	ARO:0000017	aro_obo
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	glycopeptide antibiotic	ARO:3000081	aro_obo
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	lincosamide antibiotic	ARO:0000017	aro_obo
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	oxazolidinone antibiotic	ARO:3000079	aro_obo
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	phenicol antibiotic	ARO:3000387	aro_obo
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	pleuromutilin antibiotic	ARO:3000670	aro_obo
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	streptogramin antibiotic	ARO:0000026	aro_obo
ARO:3004125	23S rRNA with mutation conferring resistance to macrolide antibiotics	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3004172	23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	oxazolidinone antibiotic	ARO:3000079	aro_obo
ARO:3004188	23S rRNA with mutation conferring resistance to phenicol antibiotics	phenicol antibiotic	ARO:3000387	aro_obo
ARO:3004178	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	pleuromutilin antibiotic	ARO:3000670	aro_obo
ARO:3004182	23S rRNA with mutation conferring resistance to streptogramins antibiotics	streptogramin antibiotic	ARO:0000026	aro_obo
ARO:3004936	23s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3005001	50S rRNA with mutation conferring resistance to macrolide antibiotics	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3000341	AAC(2')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000322	AAC(3)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000345	AAC(6')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3005113	AAC(6')-Ib-cr	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3005113	AAC(6')-Ib-cr	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3005387	AAK beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000073	ACC beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000073	ACC beta-lactamase	monobactam	ARO:0000004	aro_obo
ARO:3000073	ACC beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004358	ACI beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004358	ACI beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000072	ACT beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000072	ACT beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000072	ACT beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004545	ADC beta-lactamase with carbapenemase activity	carbapenem	ARO:0000020	aro_obo
ARO:3003846	ADC beta-lactamase without carbapenemase activity	cephalosporin	ARO:0000032	aro_obo
ARO:3005460	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	ARO:0000032	aro_obo
ARO:3000089	AER beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005388	AFM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004216	AIM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004216	AIM beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005389	ALG11 beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005390	ALG6 beta-lactamases	carbapenem	ARO:0000020	aro_obo
ARO:3005391	ALI beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007693	AMZ beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3007693	AMZ beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005392	ANA beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004276	ANT(2'')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004275	ANT(3'')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000229	ANT(4')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000225	ANT(6)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000228	ANT(9)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000128	APH(2'')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000127	APH(3'')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000126	APH(3')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000155	APH(4)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000151	APH(6)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000154	APH(7'')	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000153	APH(9)	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3002992	AQU beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004742	ARL Beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004741	AST Beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004741	AST Beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3007863	ASU1 beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005393	AXC beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004574	Acinetobacter baumannii AbaQ	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3004578	Acinetobacter baumannii AbuO	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3003581	Acinetobacter mutant Lpx gene conferring resistance to colistin	peptide antibiotic	ARO:3000053	aro_obo
ARO:3000384	AcrAB-TolC	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3004082	AcrAD-TolC	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3000503	AcrEF-TolC	cephalosporin	ARO:0000032	aro_obo
ARO:3000503	AcrEF-TolC	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000503	AcrEF-TolC	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000771	AdeFGH	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000772	AdeIJK	cephalosporin	ARO:0000032	aro_obo
ARO:3000772	AdeIJK	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000772	AdeIJK	lincosamide antibiotic	ARO:0000017	aro_obo
ARO:3000772	AdeIJK	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3003830	Aminocoumarin resistant alaS	aminocoumarin antibiotic	ARO:3000103	aro_obo
ARO:3002981	AmrAB-OprM	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3007056	Antibiotic resistant Helicobacter pylori nitroreductase	nitroimidazole antibiotic	ARO:3004115	aro_obo
ARO:3003755	Antibiotic resistant nfsB	nitrofuran antibiotic	ARO:3004116	aro_obo
ARO:3003443	Antibiotic resistant tlyA	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004141	AxyXY-OprZ	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004141	AxyXY-OprZ	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3007864	B3SU1 beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3007865	B3SU2 beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004746	BAT Beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004748	BCL Beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3002384	BEL beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3002384	BEL beta-lactamase	monobactam	ARO:0000004	aro_obo
ARO:3002384	BEL beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004750	BES Beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004752	BIC Beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004754	BIL Beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3007858	BIM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007858	BIM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004219	BJP beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004756	BKC Beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007866	BMHC beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007867	BOR beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004758	BPU Beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004760	BRO Beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005394	BSU beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004293	BUT beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004260	Bah amidohydrolase	peptide antibiotic	ARO:3000053	aro_obo
ARO:3004190	BlaA beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004190	BlaA beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004201	BlaB beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004201	BlaB beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004197	BlaZ beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004256	Bleomycin resistant protein	glycopeptide antibiotic	ARO:3000081	aro_obo
ARO:3007634	CAE beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3007634	CAE beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004558	CAM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004558	CAM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004558	CAM beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005395	CAR beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000091	CARB beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004218	CAU beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004218	CAU beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004763	CBP beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3007649	CDA beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005396	CDD beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004765	CGA beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004203	CGB beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004203	CGB beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004203	CGB beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3007856	CHM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007856	CHM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004767	CIA beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004767	CIA beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3007839	CIM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007839	CIM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004772	CKO beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005397	CMA beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004774	CME beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004776	CMH beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000069	CMY beta-lactamase	cephalosporin	ARO:3009106	aro_obo
ARO:3004221	CPS beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005398	CRD3 beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005399	CRH beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005400	CRP beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005401	CSA beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005402	CSP beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000016	CTX-M beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005403	CVI beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004283	CarO porin	carbapenem	ARO:0000020	aro_obo
ARO:3002998	CblA beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3003008	CeoAB-OpcM	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3003008	CeoAB-OpcM	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3004192	CepA beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004199	CepS beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004200	CfiA beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000202	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic	ARO:0000017	aro_obo
ARO:3000202	Cfr 23S ribosomal RNA methyltransferase	oxazolidinone antibiotic	ARO:3000079	aro_obo
ARO:3000202	Cfr 23S ribosomal RNA methyltransferase	phenicol antibiotic	ARO:3000387	aro_obo
ARO:3000202	Cfr 23S ribosomal RNA methyltransferase	streptogramin antibiotic	ARO:0000026	aro_obo
ARO:3003000	CfxA beta-lactamase	cephalosporin	ARO:3009106	aro_obo
ARO:3000773	CmeABC	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000581	CphA beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005049	CrcB	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004779	DES beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000068	DHA beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005404	DHT2 beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004208	DIM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004208	DIM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3007860	DYB beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007860	DYB beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004244	DnaA chromosomal replication initiation protein	rifamycin antibiotic	ARO:3000157	aro_obo
ARO:3005405	EAM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004204	EBR beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004204	EBR beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004204	EBR beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005406	EC beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3007426	ECF transporter S component	sulfonamide antibiotic	ARO:3000282	aro_obo
ARO:3005407	ECM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005408	ECV beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005409	EFM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005410	ELM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004781	ERP beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004222	ESP beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005411	EVM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004234	EXO beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004064	Edeine acetyltransferase	polyamine antibiotic	ARO:3000527	aro_obo
ARO:3000560	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	ARO:0000017	aro_obo
ARO:3000560	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3000560	Erm 23S ribosomal RNA methyltransferase	streptogramin antibiotic	ARO:0000026	aro_obo
ARO:3004136	Ethambutol resistant iniB	polyamine antibiotic	ARO:3000527	aro_obo
ARO:3003450	Ethambutol resistant iniC	polyamine antibiotic	ARO:3000527	aro_obo
ARO:3004954	Ethionamide resistant Rv0565c	thioamide antibiotic	ARO:3007156	aro_obo
ARO:3004783	FAR beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004211	FEZ beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004211	FEZ beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004211	FEZ beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005412	FIA beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004785	FIM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004785	FIM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004787	FONA beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000067	FOX beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004794	FPH beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004796	FRI beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004800	FTU beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004246	Fom phosphotransferase family	phosphonic acid antibiotic	ARO:3007149	aro_obo
ARO:3000066	GES beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000066	GES beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000066	GES beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005413	GIL beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005413	GIL beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3003195	GIM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3003195	GIM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3003195	GIM beta-lactamase	monobactam	ARO:0000004	aro_obo
ARO:3003195	GIM beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3007868	GMA beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005414	GMB beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004212	GOB beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004212	GOB beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004212	GOB beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005095	GPC beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005415	GRD23 beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005416	GRD33 beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004281	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem	ARO:0000020	aro_obo
ARO:3004281	General Bacterial Porin with reduced permeability to beta-lactams	cephalosporin	ARO:0000032	aro_obo
ARO:3004281	General Bacterial Porin with reduced permeability to beta-lactams	monobactam	ARO:0000004	aro_obo
ARO:3004281	General Bacterial Porin with reduced permeability to beta-lactams	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004282	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	ARO:3000053	aro_obo
ARO:3007869	HBL beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3007870	HER beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004209	HMB beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005011	IDC beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005011	IDC beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000018	IMI beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000020	IMP beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000020	IMP beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000020	IMP beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000060	IND beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005050	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	ARO:3000053	aro_obo
ARO:3004894	Isoniazid resistant ahpC	isonicotinic acid hydrazide	ARO:3007152	aro_obo
ARO:3004202	JOHN beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004202	JOHN beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004202	JOHN beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3007205	KBL beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004207	KHM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004207	KHM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004207	KHM beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005417	KLUC beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000059	KPC beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000059	KPC beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000059	KPC beta-lactamase	monobactam	ARO:0000004	aro_obo
ARO:3000059	KPC beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004966	Kanamycin resistant whib7	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004580	Klebsiella pneumoniae KpnE	cephalosporin	ARO:0000032	aro_obo
ARO:3004583	Klebsiella pneumoniae KpnF	cephalosporin	ARO:0000032	aro_obo
ARO:3004588	Klebsiella pneumoniae KpnG	cephalosporin	ARO:0000032	aro_obo
ARO:3004598	Klebsiella pneumoniae KpnGH-TolC	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004597	Klebsiella pneumoniae KpnH	cephalosporin	ARO:0000032	aro_obo
ARO:3004215	L1 family beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004824	LAP beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004824	LAP beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3007441	LAQ beta lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3002996	LCR beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3002996	LCR beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000097	LEN beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005418	LHK beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005418	LHK beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005017	LMB beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005017	LMB beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005017	LMB beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3005419	LRG beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005420	LUS beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005420	LUS beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3005421	LUT beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004273	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	ARO:0000017	aro_obo
ARO:3004098	LpeAB	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3005059	LptD	aminocoumarin antibiotic	ARO:3000103	aro_obo
ARO:3005059	LptD	peptide antibiotic	ARO:3000053	aro_obo
ARO:3005059	LptD	rifamycin antibiotic	ARO:3000157	aro_obo
ARO:3005422	MAL beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005423	MBL beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004268	MCR phosphoethanolamine transferase	peptide antibiotic	ARO:3000053	aro_obo
ARO:3000058	MIR beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000058	MIR beta-lactamase	monobactam	ARO:0000004	aro_obo
ARO:3005424	MOC beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005425	MOR beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000083	MOX beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000083	MOX beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004223	MSI beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3004242	MSI-OXA family beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3007871	MUN beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3004067	MUS beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005426	MYO beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3005427	MYX beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000786	MdsABC	carbapenem	ARO:0000020	aro_obo
ARO:3000786	MdsABC	cephalosporin	ARO:0000032	aro_obo
ARO:3000786	MdsABC	monobactam	ARO:0000004	aro_obo
ARO:3000786	MdsABC	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3001327	MdtK	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000386	MexAB-OprM	cephalosporin	ARO:0000032	aro_obo
ARO:3000386	MexAB-OprM	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000386	MexAB-OprM	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3000386	MexAB-OprM	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000386	MexAB-OprM	sulfonamide antibiotic	ARO:3000282	aro_obo
ARO:3000797	MexCD-OprJ	cephalosporin	ARO:0000032	aro_obo
ARO:3000797	MexCD-OprJ	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000797	MexCD-OprJ	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3000797	MexCD-OprJ	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3000798	MexEF-OprN	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3003029	MexVW-OprM	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3003038	MexXY-OprA	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3003032	MexXY-OprM	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3003032	MexXY-OprM	cephalosporin	ARO:0000032	aro_obo
ARO:3003032	MexXY-OprM	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3003032	MexXY-OprM	macrolide antibiotic	ARO:0000000	aro_obo
ARO:3003032	MexXY-OprM	penicillin antibiotic	ARO:3000008	aro_obo
ARO:3004280	MipA-interacting Protein	aminoglycoside antibiotic	ARO:0000016	aro_obo
ARO:3004280	MipA-interacting Protein	fluoroquinolone antibiotic	ARO:0000001	aro_obo
ARO:3000057	NDM beta-lactamase	carbapenem	ARO:0000020	aro_obo
ARO:3000057	NDM beta-lactamase	cephalosporin	ARO:0000032	aro_obo
ARO:3000057	NDM beta-lactamase	penicillin antibiotic	ARO:3000008	aro_obo
